ICAO,Name,State/Territory,Country,Timezone,Latitude,Longitude
KPNS,Pensacola International Airport,Florida,United States,America/Chicago,30.47340012,-87.18659973
CYYF,Penticton Airport,British Columbia,Canada,America/Vancouver,49.46310043334961,-119.6019974
KPIA,General Wayne A. Downing Peoria International Airport,Illinois,United States,America/Chicago,40.664199829100006,-89.69329834
YPPH,Perth International Airport,Western Australia,Australia,Australia/Perth,-31.94029999,115.96700286865234
OPPS,Bacha Khan International Airport,,Pakistan,Asia/Karachi,33.993900299072266,71.51460266113281
SBPL,Senador Nilo Coelho Airport,,Brazil,America/Fortaleza,-9.362409592,-40.56909943
KPHL,Philadelphia International Airport,Pennsylvania,United States,America/New_York,39.87189865112305,-75.2410965
VDPP,Phnom Penh International Airport,,Cambodia,Asia/Phnom_Penh,11.546600341796877,104.84400177001952
KPHX,Phoenix Sky Harbor International Airport,Arizona,United States,America/Phoenix,33.43429946899414,-112.012001
VTSP,Phuket International Airport,,Thailand,Asia/Bangkok,8.113200188,98.31690216
VVPQ,Phu Quoc International Airport,,Vietnam,Asia/Saigon,10.1698,103.9931
KPIR,Pierre Regional Airport,South Dakota,United States,America/Chicago,44.38270187,-100.2860031
LIRP,Pisa International Airport,,Italy,Europe/Rome,43.683899,10.3927
KPIT,Pittsburgh International Airport,Pennsylvania,United States,America/New_York,40.49150085,-80.23290253
KPSF,Pittsfield Municipal Airport,Massachusetts,United States,America/New_York,42.42694,-73.29278
VVPK,Pleiku Airport,,Vietnam,Asia/Saigon,14.00450038909912,108.01699829101562
KPIH,Pocatello Regional Airport,Idaho,United States,America/Denver,42.90980148,-112.5960007
TFFR,Maryse Conde International Airport,,Guadeloupe,America/Guadeloupe,16.265300750732422,-61.53179932
TJPS,Mercedita International Airport,,Puerto Rico,America/Puerto_Rico,18.00830078,-66.56300354
LPPD,Joao Paulo II Airport,,Portugal,Atlantic/Azores,37.74119949,-25.69790077
KCLM,William R Fairchild International Airport,Washington,United States,America/Los_Angeles,48.12020111083984,-123.5
MTPP,Toussaint Louverture International Airport,,Haiti,America/Port-au-Prince,18.57999992370605,-72.29250336
YPPD,Port Hedland International Airport,Western Australia,Australia,Australia/Perth,-20.37779999,118.6259995
KPWM,Portland International Jetport,Maine,United States,America/New_York,43.64619827,-70.30930328
KPDX,Portland International Airport,Oregon,United States,America/Los_Angeles,45.58869934,-122.5979996
FIMP,Sir Seewoosagur Ramgoolam International Airport,,Mauritius,Indian/Mauritius,-20.43020058,57.68360137939453
AYPY,Port Moresby Jacksons International Airport,,Papua New Guinea,Pacific/Port_Moresby,-9.443380356,147.22000122070312
SBPA,Porto Alegre-Salgado Filho International Airport,,Brazil,America/Sao_Paulo,-29.99440002,-51.17139816
TTPP,Piarco International Airport,,Trinidad And Tobago,America/Port_of_Spain,10.595399856567385,-61.33720016
LPPR,Francisco de Sa Carneiro Airport,,Portugal,Europe/Lisbon,41.24810028,-8.681389809
SBPS,Porto Seguro International Airport,,Brazil,America/Fortaleza,-16.43860054,-39.08089828
SBPV,Governador Jorge Teixeira de Oliveira International Airport,,Brazil,America/Boa_Vista,-8.709289551,-63.90230179
NVVV,Bauerfield International Airport,,Vanuatu,Pacific/Efate,-17.69930077,168.3200073
SARP,Libertador Gral D Jose De San Martin Airport,,Argentina,America/Cordoba,-27.3858,-55.9707
MMPA,El Tajin National Airport,,Mexico,America/Mexico_City,20.60269928,-97.46080017
EPPO,Poznan-awica Airport,,Poland,Europe/Warsaw,52.42100143,16.82629967
LKPR,Vaclav Havel Airport Prague,,Czech Republic,Europe/Prague,50.1008,14.26
WADL,Lombok International Airport,,Indonesia,Asia/Makassar,-8.757322,116.276675
KPRC,Prescott Regional Airport - Ernest A. Love Field,Arizona,United States,America/Phoenix,34.65449905,-112.4199982
KPQI,Presque Isle International Airport,Maine,United States,America/New_York,46.68899918,-68.0447998
KPUC,Carbon County Regional Airport / Buck Davis Field,Utah,United States,America/Denver,39.61389923,-110.7509995
CYXS,Prince George (International) Airport,British Columbia,Canada,America/Vancouver,53.88940048,-122.6790009
TNCM,Princess Juliana International Airport,,Sint Maarten,America/Curacao,18.04100037,-63.10889816
YBPN,Proserpine Whitsunday Coast Airport,Queensland,Australia,Australia/Brisbane,-20.49500084,148.552002
KPVD,Rhode Island T. F. Green International Airport,Rhode Island,United States,America/New_York,41.73260116577149,-71.42040253
MBPV,Providenciales International Airport,,Turks And Caicos Islands,America/Grand_Turk,21.77359962463379,-72.26589966
KPVU,Provo Municipal Airport,Utah,United States,America/Denver,40.21920013,-111.7229996
MMPB,Hermanos Serdan International Airport,,Mexico,America/Mexico_City,19.15810013,-98.37139893
KPUB,Pueblo Memorial Airport,Colorado,United States,America/Denver,38.289100646972656,-104.4970016
MMPS,Puerto Escondido International Airport,,Mexico,America/Mexico_City,15.87689972,-97.0891037
MMPE,Mar de Cortes International Airport,,Mexico,America/Hermosillo,31.356202,-113.525677
MDPP,Gregorio Luperon International Airport,,Dominican Republic,America/Santo_Domingo,19.75790023803711,-70.56999969
MMPR,Puerto Vallarta International Airport,,Mexico,America/Mexico_City,20.680099487304688,-105.2539978
KPUW,Pullman-Moscow Regional Airport,Washington,United States,America/Los_Angeles,46.7439,-117.110001
MDPC,Punta Cana International Airport,,Dominican Republic,America/Santo_Domingo,18.56739998,-68.36340332
KPGD,Punta Gorda Airport,Florida,United States,America/New_York,26.92020035,-81.9905014
RKPK,Gimhae International Airport,,South Korea,Asia/Seoul,35.17950058,128.9380035
ZSQD,Qingdao Jiaodong International Airport,,China,Asia/Shanghai,36.26610184,120.3740005
ZBDH,Qinhuangdao Beidaihe Airport,,China,Asia/Shanghai,39.666389,119.058889
ZJQH,Qionghai Bo'ao Airport,,China,Asia/Shanghai,19.14056,110.45889
ZYQQ,Qiqihar Sanjiazi Airport,,China,Asia/Shanghai,47.23960113525391,123.91799926757812
ZSQZ,Quanzhou Jinjiang International Airport,,China,Asia/Shanghai,24.7964,118.589996
CYQB,Quebec Jean Lesage International Airport,Quebec,Canada,America/Toronto,46.7911,-71.393303
NZQN,Queenstown Airport,,New Zealand,Pacific/Auckland,-45.02109909,168.7389984
MMQT,Queretaro Intercontinental Airport,,Mexico,America/Mexico_City,20.61730003,-100.185997
VVPC,Phu Cat Airport,,Vietnam,Asia/Saigon,13.95499992,109.0419998
SEQM,Mariscal Sucre International Airport,,Ecuador,America/Guayaquil,-0.129166667,-78.3575
SEQQ,Quito,,Ecuador,America/Guayaquil,-0.14111,-78.48806
GMME,Rabat-Sale Airport,,Morocco,Africa/Casablanca,34.05149841308594,-6.751520157
OERF,Rafha Domestic Airport,,Saudi Arabia,Asia/Riyadh,29.626399993896484,43.49060059
VIAR,Sri Guru Ram Das Ji International Airport,,India,Asia/Calcutta,31.70960045,74.79730225
KRDU,Raleigh-Durham International Airport,North Carolina,United States,America/New_York,35.87760162353516,-78.78749847
KRAP,Rapid City Regional Airport,South Dakota,United States,America/Denver,44.04529953,-103.0569992
SBRF,Recife/Guararapes - Gilberto Freyre International Airport,,Brazil,America/Fortaleza,-8.126489639,-34.92359924
KRDD,Redding Municipal Airport,California,United States,America/Los_Angeles,40.50899887,-122.2929993
KRDM,Roberts Field,Oregon,United States,America/Los_Angeles,44.2541008,-121.1500015
LICR,Reggio Calabria Airport,,Italy,Europe/Rome,38.071201,15.6516
CYQR,Regina International Airport,Saskatchewan,Canada,America/Regina,50.43190002441406,-104.6660004
LFRN,Rennes-Saint-Jacques Airport,,France,Europe/Paris,48.06949997,-1.734789968
KRNO,Reno Tahoe International Airport,Nevada,United States,America/Los_Angeles,39.49909973144531,-119.7679977
SARE,Resistencia International Airport,,Argentina,America/Cordoba,-27.45,-59.0561
BIRK,Reykjavik Domestic Airport,,Iceland,Atlantic/Reykjavik,64.12999725,-21.94059944
MMRX,General Lucio Blanco International Airport,,Mexico,America/Mexico_City,26.00889969,-98.22850037
KRHI,Rhinelander Oneida County Airport,Wisconsin,United States,America/Chicago,45.63119888305664,-89.46749878
LGRP,"Rhodes International Airport ""Diagoras""",,Greece,Europe/Athens,36.405399322509766,28.086200714111328
SLRI,Capitan Av. Selin Zeitun Lopez Airport,,Bolivia,America/La_Paz,-11,-66
KRIF,Richfield Municipal Airport,Utah,United States,America/Denver,38.73640060424805,-112.098999
KRIC,Richmond International Airport,Virginia,United States,America/New_York,37.50519943237305,-77.31970215
KRIL,Garfield County Regional Airport,Colorado,United States,America/Denver,39.52629852,-107.7269974
SBRB,Rio Branco-Placido de Castro International Airport,,Brazil,America/Rio_Branco,-9.868888855,-67.89805603
SAOC,Area De Material Airport,,Argentina,America/Cordoba,-33.08509827,-64.26129913
SBGL,Rio Galeao Tom Jobim International Airport,,Brazil,America/Sao_Paulo,-22.80999947,-43.25055695
SBRJ,Santos Dumont Airport,,Brazil,America/Sao_Paulo,-22.91049957,-43.1631012
SAWG,Piloto Civil Norberto Fernandez International Airport,,Argentina,America/Argentina/Rio_Gallegos,-51.6089,-69.3126
SAWE,Hermes Quijada International Airport,,Argentina,America/Argentina/Ushuaia,-53.7777,-67.7494
KRAL,Riverside Municipal Airport,California,United States,America/Los_Angeles,33.95190048,-117.4449997
OERK,King Khalid International Airport,,Saudi Arabia,Asia/Riyadh,24.95759963989257,46.69879913330078
ZSRZ,Rizhao Shanzihe Airport,,China,Asia/Shanghai,35.39972,119.31667
KROA,RoanokeBlacksburg Regional Airport,Virginia,United States,America/New_York,37.32550049,-79.97540283
MHRO,Juan Manuel Galvez International Airport,,Honduras,America/Tegucigalpa,16.316799,-86.523003
KRST,Rochester International Airport,Minnesota,United States,America/Chicago,43.90829849243164,-92.5
KROC,Frederick Douglass Greater Rochester International Airport,New York,United States,America/New_York,43.118900299072266,-77.67240143
KRFD,Chicago Rockford International Airport,Illinois,United States,America/Chicago,42.19540023803711,-89.09719849
YBRK,Rockhampton Airport,Queensland,Australia,Australia/Brisbane,-23.38190079,150.4750061
KRKD,Knox County Regional Airport,Maine,United States,America/New_York,44.06010056,-69.09919739
MYER,Rock Sound International Airport,,Bahamas,America/Nassau,24.89507873,-76.17688179
KRKS,Southwest Wyoming Regional Airport,Wyoming,United States,America/Denver,41.59420013,-109.0650024
KRWI,Rocky Mount Wilson Regional Airport,North Carolina,United States,America/New_York,35.856300354003906,-77.89189911
LIRF,RomeFiumicino Leonardo da Vinci International Airport,,Italy,Europe/Rome,41.8002778,12.2388889
SAAR,Rosario Islas Malvinas International Airport,,Argentina,America/Cordoba,-32.9036,-60.785
KRBG,Roseburg Regional Airport,Oregon,United States,America/Los_Angeles,43.23889,-123.35583
PGRO,Rota International Airport,,Northern Mariana Islands,Pacific/Saipan,14.17430019378662,145.2429962158203
EHRD,Rotterdam The Hague Airport,,Netherlands,Europe/Amsterdam,51.956902,4.43722
EFRO,Rovaniemi Airport,,Finland,Europe/Helsinki,66.56479645,25.83040047
KSMF,Sacramento International Airport,California,United States,America/Los_Angeles,38.69540023803711,-121.5910034
KMBS,MBS International Airport,Michigan,United States,America/New_York,43.532901763916016,-84.07959747
PGSN,Saipan International Airport,,Northern Mariana Islands,Pacific/Saipan,15.119000434899998,145.7290039
KSLE,Salem-Willamette Valley Airport/McNary Field,Oregon,United States,America/Los_Angeles,44.90950012,-123.0029984
KSBY,Salisbury Ocean City Wicomico Regional Airport,Maryland,United States,America/New_York,38.34049987792969,-75.51029968
GVAC,Amilcar Cabral International Airport,,Cape Verde,Atlantic/Cape_Verde,16.74139976501465,-22.94939995
SASA,Martin Miguel de Guemes International Airport,,Argentina,America/Argentina/Salta,-24.8560009,-65.48619843
MMIO,Plan De Guadalupe International Airport,,Mexico,America/Mexico_City,25.54949951171875,-100.9290009
KSLC,Salt Lake City International Airport,Utah,United States,America/Denver,40.78839874267578,-111.9779968
SBSV,Deputado Luiz Eduardo Magalhaes International Airport,,Brazil,America/Fortaleza,-12.9086113,-38.32249832
LOWS,Salzburg Airport,,Austria,Europe/Vienna,47.79330063,13.00430012
OYSN,Sanaa International Airport,,Yemen,Asia/Aden,15.476300239562988,44.21969985961914
KSJT,San Angelo Regional Mathis Field,Texas,United States,America/Chicago,31.35770034790039,-100.4960022
KSAT,San Antonio International Airport,Texas,United States,America/Chicago,29.533700942993164,-98.46980286
SAZS,Teniente Luis Candelaria International Airport,,Argentina,America/Argentina/Salta,-41.15119934,-71.15750122
KSAN,San Diego International Airport,California,United States,America/Los_Angeles,32.73360062,-117.1900024
KSFO,San Francisco International Airport,California,United States,America/Los_Angeles,37.61899948120117,-122.375
SLSM,San Ignacio de Moxos Airport,,Bolivia,America/La_Paz,-14.91667,-65.6
SLJO,San Joaquin Airport,,Bolivia,America/La_Paz,-13.067,-64.816
KSJC,Norman Y. Mineta San Jose International Airport,California,United States,America/Los_Angeles,37.36259841918945,-121.9290009
MROC,Juan Santamaria International Airport,,Costa Rica,America/Costa_Rica,9.993860244750977,-84.20880127
MMSD,Los Cabos International Airport,,Mexico,America/Mazatlan,23.15180015563965,-109.7210007
SANU,Domingo Faustino Sarmiento Airport,,Argentina,America/Argentina/San_Juan,-31.571501,-68.418198
TJSJ,Luis Munoz Marin International Airport,,Puerto Rico,America/Puerto_Rico,18.43939972,-66.00180054
SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,,Argentina,America/Argentina/San_Luis,-33.27320099,-66.35639954
KSBP,San Luis County Regional Airport,California,United States,America/Los_Angeles,35.23680115,-120.6419983
MMSP,Ponciano Arriaga International Airport,,Mexico,America/Mexico_City,22.254299163800003,-100.9309998
SAZY,Aviador C. Campos Airport,,Argentina,America/Argentina/Salta,-40.07540131,-71.13729858
MHLM,Ramon Villeda Morales International Airport,,Honduras,America/Tegucigalpa,15.45259952545166,-87.92359924
SAMR,Suboficial Ay Santiago Germano Airport,,Argentina,America/Mendoza,-34.588299,-68.4039
MYSM,San Salvador International Airport,,Bahamas,America/Nassau,24.06329917907715,-74.52400208
MSLP,El Salvador International Airport Saint Oscar Arnulfo Romero y Galdamez,,El Salvador,America/El_Salvador,13.4409,-89.055702
KSBA,Santa Barbara Municipal Airport,California,United States,America/Los_Angeles,34.42620087,-119.8399963
SLVR,Viru Viru International Airport,,Bolivia,America/La_Paz,-17.64480019,-63.13539886
SAAV,Sauce Viejo Airport,,Argentina,America/Cordoba,-31.7117,-60.8117
KSAF,Santa Fe Municipal Airport,New Mexico,United States,America/Denver,35.61709976,-106.0889969
LPAZ,Santa Maria Airport,,Portugal,Atlantic/Azores,36.97140121459961,-25.17060089
KSMX,Santa Maria Public Airport Captain G Allan Hancock Field,California,United States,America/Los_Angeles,34.89889908,-120.4570007
SBSN,Santarem - Maestro Wilson Fonseca International Airport,,Brazil,America/Belem,-2.424721956,-54.78583145
SAZR,Santa Rosa Airport,,Argentina,America/Argentina/Salta,-36.588299,-64.275703
KSTS,Charles M. Schulz Sonoma County Airport,California,United States,America/Los_Angeles,38.50899887,-122.8130035
SCEL,Comodoro Arturo Merino Benitez International Airport,,Chile,America/Santiago,-33.39300156,-70.78579712
SANE,Vicecomodoro Angel D. La Paz Aragones Airport,,Argentina,America/Cordoba,-27.76555634,-64.30999756
MDST,Cibao International Airport,,Dominican Republic,America/Santo_Domingo,19.406099319458008,-70.60469818
MDSD,Las Americas International Airport,,Dominican Republic,America/Santo_Domingo,18.42970085,-69.66889954
ZJSY,Sanya Phoenix International Airport,,China,Asia/Shanghai,18.30290031433105,109.41200256347656
SBSJ,Professor Urbano Ernesto Stumpf Airport,,Brazil,America/Sao_Paulo,-23.22920036,-45.86149979
SBSP,CongonhasDeputado Freitas Nobre Airport,,Brazil,America/Sao_Paulo,-23.62611008,-46.65638733
SBGR,Sao Paulo/GuarulhosGovernor Andre Franco Montoro International Airport,,Brazil,America/Sao_Paulo,-23.43555641,-46.47305679
SBKP,Viracopos International Airport,,Brazil,America/Sao_Paulo,-23.00740051,-47.1344986
KSRQ,Sarasota Bradenton International Airport,Florida,United States,America/New_York,27.39539909362793,-82.55439758
CYXE,Saskatoon John G. Diefenbaker International Airport,Saskatchewan,Canada,America/Regina,52.17079925537109,-106.6999969
LRSM,Satu Mare International Airport,,Romania,Europe/Bucharest,47.70330047607422,22.88570022583008
KCIU,Chippewa County International Airport,Michigan,United States,America/New_York,46.25080108642578,-84.47239685
CYAM,Sault Ste Marie Airport,Ontario,Canada,America/Toronto,46.48500061035156,-84.50939941
KSAV,Savannah Hilton Head International Airport,Georgia,United States,America/New_York,32.12760162,-81.20210266
KBFF,Western Neb. Rgnl/William B. Heilig Airport,Nebraska,United States,America/Denver,41.87400055,-103.5960007
KSEA,SeattleTacoma International Airport,Washington,United States,America/Los_Angeles,47.44900131225586,-122.3089981
HLLS,Sabha Airport,,Libya,Africa/Tripoli,26.98699951171875,14.47249984741211
WARS,Jenderal Ahmad Yani Airport,,Indonesia,Asia/Jakarta,-6.97273,110.375
RKSS,Gimpo International Airport,,South Korea,Asia/Seoul,37.55830002,126.7910004
RKSI,Incheon International Airport,,South Korea,Asia/Seoul,37.46910095214844,126.45099639892578
CYZV,Sept-Iles Airport,Quebec,Canada,America/Toronto,50.22330093383789,-66.26560211
LEZL,Seville Airport,,Spain,Europe/Madrid,37.417999267578125,-5.893109798
ZSSS,Shanghai Hongqiao International Airport,,China,Asia/Shanghai,31.197900772094727,121.33599853515624
ZSPD,Shanghai Pudong International Airport,,China,Asia/Shanghai,31.143400192260746,121.80500030517578
ZPDQ,Diqing Shangri-La Airport,,China,Asia/Shanghai,27.7936,99.6772
EINN,Shannon Airport,,Ireland,Europe/Dublin,52.70199966,-8.924819946
ZGOW,Jieyang Chaoshan International Airport,,China,Asia/Shanghai,23.552,116.5033
OMSJ,Sharjah International Airport,,United Arab Emirates,Asia/Dubai,25.32859992980957,55.51720047
HESH,Sharm El Sheikh International Airport,,Egypt,Africa/Cairo,27.97730064,34.39500046
OESH,Sharurah Domestic Airport,,Saudi Arabia,Asia/Riyadh,17.466899871826172,47.12139892578125
ZYTX,Shenyang Taoxian International Airport,,China,Asia/Shanghai,41.63980102539063,123.48300170898438
ZGSZ,Shenzhen Bao'an International Airport,,China,Asia/Shanghai,22.639299392700195,113.81099700927734
KSHR,Sheridan County Airport,Wyoming,United States,America/Denver,44.76919937133789,-106.9800034
ZBSJ,Shijiazhuang Zhengding International Airport,,China,Asia/Shanghai,38.28070068359375,114.6969985961914
ZHSY,Shiyan Wudangshan Airport,,China,Asia/Shanghai,32.591667,110.907778
RJNS,Mount Fuji Shizuoka Airport,,Japan,Asia/Tokyo,34.79611,138.18944
KSHV,Shreveport Regional Airport,Louisiana,United States,America/Chicago,32.44660186767578,-93.82559967
KSDY,Sidney - Richland Regional Airport,Montana,United States,America/Denver,47.70690155,-104.1930008
VDSR,Siem-Reap,,Cambodia,Asia/Phnom_Penh,13.410699844400002,103.8130035
ZPSM,Pu'er Simao Airport,,China,Asia/Shanghai,22.793301,100.959
WSSS,Singapore Changi Airport,,Singapore,Asia/Singapore,1.35019,103.994003
KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Iowa,United States,America/Chicago,42.40259933,-96.38439941
KFSD,Sioux Falls Regional Airport,South Dakota,United States,America/Chicago,43.58200073,-96.74189758
PASI,Sitka Rocky Gutierrez Airport,Alaska,United States,America/Anchorage,57.04710006713867,-135.3619995
PAGY,Skagway Airport,Alaska,United States,America/Anchorage,59.46009826660156,-135.3159943
PASW,Skwentna Airport,Alaska,United States,America/Anchorage,61.96528,-151.19139
LBSF,Sofia Airport,,Bulgaria,Europe/Sofia,42.69669342041016,23.411436080932617
WAHQ,Surakarta,,Indonesia,Asia/Jakarta,-7.51611,110.75694
WASS,Domine Eduard Osok Airport,,Indonesia,Asia/Jayapura,-0.89417,131.28889
EGHI,Southampton Airport,,United Kingdom,Europe/London,50.95029830932617,-1.35679996
KSBN,South Bend International Airport,Indiana,United States,America/New_York,41.70869827270508,-86.31729889
KSOP,Moore County Airport,North Carolina,United States,America/New_York,35.23740005,-79.3911972
KSPA,Spartanburg Downtown Memorial Airport,South Carolina,United States,America/New_York,34.9157,-81.9565
KSPF,Black Hills Airport-Clyde Ice Field,South Dakota,United States,America/Denver,44.4803009,-103.7829971
KGEG,Spokane International Airport,Washington,United States,America/Los_Angeles,47.61989974975586,-117.5339966
KSPI,Abraham Lincoln Capital Airport,Illinois,United States,America/Chicago,39.84410095,-89.67790222
KSGF,Springfield Branson National Airport,Missouri,United States,America/Chicago,37.24570084,-93.38860321
TGPY,Maurice Bishop International Airport,,Grenada,America/Grenada,12.004199981689451,-61.78620148
KDXZ,St. George,Utah,United States,America/Denver,37.036389,-113.510278
KSGU,St George Regional Airport,Utah,United States,America/Denver,37.03638889,-113.5103056
TFFJ,St. Jean Airport,,Saint Barthelemy,America/St_Barthelemy,17.904399871826172,-62.84360123
KSTP,Saint Paul Downtown Holman Field,Minnesota,United States,America/Chicago,44.93450164794922,-93.05999756
KUNV,State College Regional Airport,Pennsylvania,United States,America/New_York,40.84930038,-77.84870148
ENZV,"Stavanger Airport, Sola",,Norway,Europe/Oslo,58.87670135,5.63778019
KSTC,Saint Cloud Regional Airport,Minnesota,United States,America/Chicago,45.54660034179688,-94.05989838
TISX,Henry E. Rohlsen Airport,,U.S. Virgin Islands,America/St_Thomas,17.701900482177734,-64.79859924
FMEE,Roland Garros Airport,,Reunion,Indian/Reunion,-20.88710022,55.51029968261719
CYJT,Stephenville Dymond International Airport,Newfoundland And Labrador,Canada,America/St_Johns,48.5442009,-58.54999924
KSTE,Stevens Point Municipal Airport,Wisconsin,United States,America/Chicago,44.54520035,-89.53029633
TAPA,V. C. Bird International Airport,,Antigua And Barbuda,America/Antigua,17.1367,-61.792702
CYYT,St. John's International Airport,Newfoundland And Labrador,Canada,America/St_Johns,47.61859894,-52.75189972
KSTL,St. Louis Lambert International Airport,Missouri,United States,America/Chicago,38.74869918823242,-90.37000275
ESSA,Stockholm-Arlanda Airport,,Sweden,Europe/Stockholm,59.65190125,17.91860008
KSCK,Stockton Metropolitan Airport,California,United States,America/Los_Angeles,37.89419937,-121.237999
KPIE,St. Petersburg Clearwater International Airport,Florida,United States,America/New_York,27.91020012,-82.68740082
ULLI,Pulkovo Airport,,Russia,Europe/Moscow,59.80030059814453,30.262500762939453
LFST,Strasbourg Airport,,France,Europe/Paris,48.53829956054688,7.628230094909668
TIST,Cyril E. King Airport,,U.S. Virgin Islands,America/St_Thomas,18.337299346923828,-64.9733963
LFTZ,La Mole Airport,,France,Europe/Paris,43.20539855957031,6.481999874
EDDS,Stuttgart Airport,,Germany,Europe/Berlin,48.68989944,9.221960068
LRSV,Suceava Stefan cel Mare International Airport,,Romania,Europe/Bucharest,47.6875,26.35409927368164
CYSB,Sudbury Airport,Ontario,Canada,America/Toronto,46.625,-80.79889679
YBSU,Sunshine Coast Airport,Queensland,Australia,Australia/Brisbane,-26.60333,153.09167
KSUN,Friedman Memorial Airport,Idaho,United States,America/Denver,43.50439835,-114.2959976
WIOO,Supadio International Airport,,Indonesia,Asia/Jakarta,-0.150711,109.40399932861328
WARR,Juanda International Airport,,Indonesia,Asia/Jakarta,-7.379829884,112.78700256347656
YSSY,Sydney Kingsford Smith International Airport,New South Wales,Australia,Australia/Sydney,-33.94609833,151.177002
CYQY,Sydney / J.A. Douglas McCurdy Airport,Nova Scotia,Canada,America/Halifax,46.16139984,-60.04779816
KSYR,Syracuse Hancock International Airport,New York,United States,America/New_York,43.11119842529297,-76.10630035
OETF,Taif International Airport,,Saudi Arabia,Asia/Riyadh,21.483001,40.543442
OETB,Prince Sultan bin Abdulaziz International Airport,,Saudi Arabia,Asia/Riyadh,28.3654,36.6189
ZWTC,Tacheng Qianquan Airport,,China,Asia/Shanghai,46.67250061035156,83.34079742
KTIW,Tacoma Narrows Airport,Washington,United States,America/Los_Angeles,47.26789856,-122.5780029
RCMQ,Taichung International Airport / Ching Chuang Kang Air Base,,Taiwan,Asia/Taipei,24.26469993591309,120.62100219726562
RCSS,Taipei Songshan International Airport,,Taiwan,Asia/Taipei,25.06940078735352,121.552002
RCTP,Taiwan Taoyuan International Airport,,Taiwan,Asia/Taipei,25.0777,121.233002
ZBYN,Taiyuan Wusu International Airport,,China,Asia/Shanghai,37.74689865112305,112.62799835205078
SPYL,Captain Victor Montes Arias International Airport,,Peru,America/Lima,-4.576640129,-81.25409698
KTLH,Tallahassee International Airport,Florida,United States,America/New_York,30.396499633789062,-84.35030365
EETN,Lennart Meri Tallinn Airport,,Estonia,Europe/Tallinn,59.41329956049999,24.83279991
